component_id,component_type,parameter_name,unit,lot_id,temperature_c,value_0h,value_24h,value_96h,value_168h
CMP-008827,ADC,Leakage Current,µA,LOT-09,121.56,5.0278,5.0575,5.1341,5.3855
CMP-008828,Driver IC,Propagation Delay,ns,LOT-07,123.09,17.5738,18.1183,18.0761,18.2656
CMP-008829,Logic IC,Iddq,µA,LOT-20,125.34,9.7777,10.0811,10.0915,10.4533
CMP-008830,Memory IC,Standby Current,µA,LOT-07,127.44,24.6381,28.9313,42.6229,70.3087
CMP-008831,ADC,Leakage Current,µA,LOT-17,123.79,5.2265,5.3293,5.512,5.5012
CMP-008832,Driver IC,Propagation Delay,ns,LOT-12,124.35,18.9483,19.0764,19.6546,19.62
CMP-008833,Logic IC,Iddq,µA,LOT-13,125.45,10.5938,21.4019,11.1418,13.5398
CMP-008834,Memory IC,Standby Current,µA,LOT-19,124.12,25.3044,28.4081,41.6915,64.6074
CMP-008835,ADC,Leakage Current,µA,LOT-06,126.3,4.8249,4.9022,5.1808,5.3641
CMP-008836,Driver IC,Propagation Delay,ns,LOT-02,123.88,17.4956,19.7036,27.4346,39.9302
CMP-008837,Logic IC,Iddq,µA,LOT-03,123.35,10.286,13.1484,20.7851,35.8791
CMP-008838,Memory IC,Standby Current,µA,LOT-03,126.21,25.4157,25.9356,25.6454,26.25
CMP-008839,ADC,Leakage Current,µA,LOT-20,123.86,5.0929,5.3087,5.4205,5.7051
CMP-008840,Driver IC,Propagation Delay,ns,LOT-02,125.55,17.1323,26.5827,18.27,19.6001
CMP-008841,Logic IC,Iddq,µA,LOT-18,123.4,9.6962,12.4735,19.7826,30.729
CMP-008842,Memory IC,Standby Current,µA,LOT-07,125.81,25.3155,25.4994,26.3668,26.3769
CMP-008843,ADC,Leakage Current,µA,LOT-18,123.42,4.5519,5.5342,10.9413,18.1462
CMP-008844,Driver IC,Propagation Delay,ns,LOT-08,128.21,18.6182,18.4728,18.9805,19.1089
CMP-008845,Logic IC,Iddq,µA,LOT-14,125.0,10.1914,10.3331,10.6329,10.6833
CMP-008846,Memory IC,Standby Current,µA,LOT-16,124.59,24.0354,28.3117,43.0693,73.5328
CMP-008847,ADC,Leakage Current,µA,LOT-18,125.36,4.9261,5.1052,5.163,5.3205
CMP-008848,Driver IC,Propagation Delay,ns,LOT-17,122.23,18.8828,27.0833,20.3146,22.7609
CMP-008849,Logic IC,Iddq,µA,LOT-10,125.26,10.0825,10.8348,23.2962,38.5652
CMP-008850,Memory IC,Standby Current,µA,LOT-08,123.63,25.6621,25.6157,25.5684,26.2933
CMP-008851,ADC,Leakage Current,µA,LOT-07,124.1,5.1652,6.2664,11.7679,21.7665
CMP-008852,Driver IC,Propagation Delay,ns,LOT-03,123.71,17.5617,17.8247,18.1885,18.2662
CMP-008853,Logic IC,Iddq,µA,LOT-19,124.73,10.0355,10.3405,10.6244,10.6322
CMP-008854,Memory IC,Standby Current,µA,LOT-19,124.64,25.1671,25.433,25.9159,26.6694
CMP-008855,ADC,Leakage Current,µA,LOT-17,124.62,5.0517,5.1999,5.2937,5.4834
CMP-008856,Driver IC,Propagation Delay,ns,LOT-13,122.98,17.6076,18.0218,18.7444,18.3236
CMP-008857,Logic IC,Iddq,µA,LOT-20,126.03,9.9828,11.6606,19.9446,41.8445
CMP-008858,Memory IC,Standby Current,µA,LOT-09,125.03,24.6367,26.5556,37.6237,77.6045
CMP-008859,ADC,Leakage Current,µA,LOT-08,126.83,4.7717,6.008,11.5843,21.8146
CMP-008860,Driver IC,Propagation Delay,ns,LOT-20,122.55,18.4927,18.8847,19.2118,19.2467
CMP-008861,Logic IC,Iddq,µA,LOT-13,122.77,9.912,11.3218,19.6301,44.3873
CMP-008862,Memory IC,Standby Current,µA,LOT-19,127.05,24.7477,25.1148,25.6597,26.4372
CMP-008863,ADC,Leakage Current,µA,LOT-01,123.43,4.7884,5.0375,5.1578,5.4051
CMP-008864,Driver IC,Propagation Delay,ns,LOT-14,122.4,17.6984,19.9404,27.7055,36.2153
CMP-008865,Logic IC,Iddq,µA,LOT-14,125.59,10.4175,13.6828,19.8884,39.1925
CMP-008866,Memory IC,Standby Current,µA,LOT-11,127.99,24.7853,24.9872,25.5695,26.0354
CMP-008867,ADC,Leakage Current,µA,LOT-13,125.93,4.9912,5.2539,5.3309,5.5121
CMP-008868,Driver IC,Propagation Delay,ns,LOT-18,122.51,18.2986,19.7333,28.6344,42.8846
CMP-008869,Logic IC,Iddq,µA,LOT-02,126.77,9.7195,9.8529,9.9213,10.3292
CMP-008870,Memory IC,Standby Current,µA,LOT-10,122.64,24.5013,26.2223,37.9039,65.8995
CMP-008871,ADC,Leakage Current,µA,LOT-04,125.27,5.0174,6.3399,10.593,20.2036
CMP-008872,Driver IC,Propagation Delay,ns,LOT-18,123.69,18.1899,18.4334,18.8162,18.3326
CMP-008873,Logic IC,Iddq,µA,LOT-15,124.15,10.6744,13.1196,20.6065,37.212
CMP-008874,Memory IC,Standby Current,µA,LOT-01,124.78,24.5468,25.3195,25.5175,26.052
CMP-008875,ADC,Leakage Current,µA,LOT-13,126.64,5.1304,5.3464,5.4421,5.4806
CMP-008876,Driver IC,Propagation Delay,ns,LOT-11,120.81,17.9409,18.1777,18.3867,18.6498
CMP-008877,Logic IC,Iddq,µA,LOT-07,123.02,10.0533,10.9744,18.7303,38.3183
CMP-008878,Memory IC,Standby Current,µA,LOT-13,125.62,25.3494,28.9194,37.9412,56.4155
CMP-008879,ADC,Leakage Current,µA,LOT-04,125.86,5.2674,5.4736,5.7094,5.8003
CMP-008880,Driver IC,Propagation Delay,ns,LOT-20,126.95,17.3641,17.904,18.1526,18.102
CMP-008881,Logic IC,Iddq,µA,LOT-07,124.37,9.7884,11.345,17.9023,36.2893
CMP-008882,Memory IC,Standby Current,µA,LOT-12,126.36,25.3532,29.9292,38.4262,59.3616
CMP-008883,ADC,Leakage Current,µA,LOT-19,128.14,4.892,6.4189,11.4096,18.5601
CMP-008884,Driver IC,Propagation Delay,ns,LOT-17,125.02,17.8945,18.3652,18.6362,18.9003
CMP-008885,Logic IC,Iddq,µA,LOT-01,125.32,9.7094,10.0315,10.3742,10.3927
CMP-008886,Memory IC,Standby Current,µA,LOT-09,124.69,24.171,28.2352,38.4861,65.4089
CMP-008887,ADC,Leakage Current,µA,LOT-18,124.27,4.7583,13.381,5.1731,5.7093
CMP-008888,Driver IC,Propagation Delay,ns,LOT-20,125.02,17.698,19.987,26.8092,41.7167
CMP-008889,Logic IC,Iddq,µA,LOT-11,126.91,10.164,11.8601,19.0988,40.7697
CMP-008890,Memory IC,Standby Current,µA,LOT-17,125.26,24.6027,25.2066,25.7447,26.4927
CMP-008891,ADC,Leakage Current,µA,LOT-03,128.71,5.0893,9.9529,5.9733,6.2196
CMP-008892,Driver IC,Propagation Delay,ns,LOT-19,126.39,17.9269,26.9501,18.694,21.3761
CMP-008893,Logic IC,Iddq,µA,LOT-14,127.08,9.6952,12.8065,19.6213,35.2593
CMP-008894,Memory IC,Standby Current,µA,LOT-04,127.78,24.1371,24.6662,25.1182,25.1587
CMP-008895,ADC,Leakage Current,µA,LOT-18,125.63,4.5248,4.641,4.7498,4.8684
CMP-008896,Driver IC,Propagation Delay,ns,LOT-13,126.21,17.2383,17.5001,17.9613,17.9928
CMP-008897,Logic IC,Iddq,µA,LOT-13,124.65,10.0508,19.8599,10.9372,12.2398
CMP-008898,Memory IC,Standby Current,µA,LOT-14,125.17,26.4022,38.7069,29.8993,34.5024
CMP-008899,ADC,Leakage Current,µA,LOT-08,125.78,4.7974,5.4633,11.7958,23.7034
CMP-008900,Driver IC,Propagation Delay,ns,LOT-10,125.39,17.6254,20.0732,26.8199,41.8071
CMP-008901,Logic IC,Iddq,µA,LOT-18,126.29,10.0755,10.2281,10.4959,10.6872
CMP-008902,Memory IC,Standby Current,µA,LOT-15,123.1,24.4268,28.1945,43.805,72.029
CMP-008903,ADC,Leakage Current,µA,LOT-08,126.51,5.126,5.247,5.3973,5.5619
CMP-008904,Driver IC,Propagation Delay,ns,LOT-02,124.5,17.121,27.5348,19.3627,21.442
CMP-008905,Logic IC,Iddq,µA,LOT-18,124.97,9.6626,11.7803,17.9644,31.9051
CMP-008906,Memory IC,Standby Current,µA,LOT-03,124.77,24.6215,26.9884,44.6051,66.6848
CMP-008907,ADC,Leakage Current,µA,LOT-11,122.76,5.2112,5.7258,9.7208,20.5683
CMP-008908,Driver IC,Propagation Delay,ns,LOT-12,125.12,17.9164,17.8409,18.1604,18.6071
CMP-008909,Logic IC,Iddq,µA,LOT-03,125.73,9.9842,12.6131,20.949,38.1499
CMP-008910,Memory IC,Standby Current,µA,LOT-04,122.35,25.3965,29.2036,43.037,60.4558
CMP-008911,ADC,Leakage Current,µA,LOT-05,125.76,4.5854,4.7404,4.7953,5.0151
CMP-008912,Driver IC,Propagation Delay,ns,LOT-12,125.75,18.5362,20.4113,27.9744,38.0855
CMP-008913,Logic IC,Iddq,µA,LOT-09,127.19,10.0001,10.0692,10.5715,10.6392
CMP-008914,Memory IC,Standby Current,µA,LOT-02,125.98,25.0372,25.9318,26.4057,26.2093
CMP-008915,ADC,Leakage Current,µA,LOT-16,126.43,4.7645,5.4254,11.2175,20.7643
CMP-008916,Driver IC,Propagation Delay,ns,LOT-04,126.71,18.0032,18.3495,18.3818,18.5118
CMP-008917,Logic IC,Iddq,µA,LOT-03,124.72,10.0334,10.2201,10.5203,10.7282
CMP-008918,Memory IC,Standby Current,µA,LOT-11,124.58,24.8003,25.1213,25.8387,26.0419
CMP-008919,ADC,Leakage Current,µA,LOT-13,124.42,5.0613,6.3439,12.0433,23.9813
CMP-008920,Driver IC,Propagation Delay,ns,LOT-13,124.58,18.4745,18.5646,18.6602,18.99
CMP-008921,Logic IC,Iddq,µA,LOT-03,124.02,10.1414,10.3967,10.4417,10.8956
CMP-008922,Memory IC,Standby Current,µA,LOT-08,124.02,25.4761,26.1856,27.0143,26.7607
CMP-008923,ADC,Leakage Current,µA,LOT-15,126.73,5.3247,5.4566,5.5694,5.5898
CMP-008924,Driver IC,Propagation Delay,ns,LOT-20,127.55,18.1854,19.0711,26.3476,45.6122
CMP-008925,Logic IC,Iddq,µA,LOT-08,124.15,10.1766,10.2535,10.3543,11.1276
CMP-008926,Memory IC,Standby Current,µA,LOT-20,125.6,25.5554,25.5407,26.1842,26.3071
CMP-008927,ADC,Leakage Current,µA,LOT-08,124.66,4.7292,4.9438,5.1918,5.2373
CMP-008928,Driver IC,Propagation Delay,ns,LOT-13,124.77,17.9491,29.4764,19.6789,22.3138
CMP-008929,Logic IC,Iddq,µA,LOT-12,124.22,10.3372,13.1419,22.6873,37.4089
CMP-008930,Memory IC,Standby Current,µA,LOT-09,124.97,24.5191,25.3318,25.3837,26.144
CMP-008931,ADC,Leakage Current,µA,LOT-05,125.98,4.7309,6.2394,11.1889,21.8815
CMP-008932,Driver IC,Propagation Delay,ns,LOT-03,124.4,18.2922,27.9965,19.9133,22.5413
CMP-008933,Logic IC,Iddq,µA,LOT-07,125.09,9.7517,11.4437,17.112,31.5931
CMP-008934,Memory IC,Standby Current,µA,LOT-18,126.85,24.7056,24.7051,25.2094,25.6318
CMP-008935,ADC,Leakage Current,µA,LOT-06,123.18,4.8147,4.9532,5.097,5.2654
CMP-008936,Driver IC,Propagation Delay,ns,LOT-18,127.23,18.4139,18.272,18.5529,18.71
CMP-008937,Logic IC,Iddq,µA,LOT-09,126.58,9.971,10.2652,10.602,10.795
CMP-008938,Memory IC,Standby Current,µA,LOT-12,124.02,24.8894,49.3967,27.4542,31.4935
CMP-008939,ADC,Leakage Current,µA,LOT-10,123.01,4.742,6.4858,10.9779,18.7844
CMP-008940,Driver IC,Propagation Delay,ns,LOT-06,124.38,17.813,18.7416,18.7836,18.7957
CMP-008941,Logic IC,Iddq,µA,LOT-06,122.93,9.7384,11.4867,20.5715,36.7013
CMP-008942,Memory IC,Standby Current,µA,LOT-09,127.6,25.2184,25.3056,25.8095,25.9408
CMP-008943,ADC,Leakage Current,µA,LOT-15,124.35,5.2847,5.4768,5.6381,5.7472
CMP-008944,Driver IC,Propagation Delay,ns,LOT-16,124.23,17.6734,18.7331,24.3147,40.3096
CMP-008945,Logic IC,Iddq,µA,LOT-08,123.06,9.9451,22.8145,10.6948,11.1392
CMP-008946,Memory IC,Standby Current,µA,LOT-02,122.36,24.8404,45.3082,26.8226,28.947
CMP-008947,ADC,Leakage Current,µA,LOT-10,123.13,4.8141,4.9266,5.0604,5.0823
CMP-008948,Driver IC,Propagation Delay,ns,LOT-14,124.07,17.7622,19.7759,25.1626,37.5627
CMP-008949,Logic IC,Iddq,µA,LOT-07,125.91,10.2794,12.7253,21.2573,36.9029
CMP-008950,Memory IC,Standby Current,µA,LOT-03,125.91,24.6951,25.3018,25.5511,25.8235
CMP-008951,ADC,Leakage Current,µA,LOT-16,125.86,4.866,5.102,5.1444,5.4165
CMP-008952,Driver IC,Propagation Delay,ns,LOT-13,127.92,18.4984,30.383,20.0945,21.9149
CMP-008953,Logic IC,Iddq,µA,LOT-17,122.81,9.7833,9.9546,10.2735,10.4492
CMP-008954,Memory IC,Standby Current,µA,LOT-15,124.12,26.2203,28.884,39.4901,74.1616
CMP-008955,ADC,Leakage Current,µA,LOT-18,128.2,4.9705,5.0976,5.2692,5.4702
CMP-008956,Driver IC,Propagation Delay,ns,LOT-11,125.11,17.5101,18.6647,26.297,40.3818
CMP-008957,Logic IC,Iddq,µA,LOT-10,124.37,9.9365,25.7874,10.5245,13.4174
CMP-008958,Memory IC,Standby Current,µA,LOT-07,125.57,25.0266,25.501,25.5921,26.1275
CMP-008959,ADC,Leakage Current,µA,LOT-17,124.45,4.946,5.8856,9.8104,24.3416
CMP-008960,Driver IC,Propagation Delay,ns,LOT-14,128.21,17.516,17.7653,18.011,17.8938
CMP-008961,Logic IC,Iddq,µA,LOT-11,123.86,10.012,10.0634,10.4493,10.7711
CMP-008962,Memory IC,Standby Current,µA,LOT-14,123.61,24.5428,39.1121,27.9331,33.5968
CMP-008963,ADC,Leakage Current,µA,LOT-04,126.36,5.3184,6.4825,12.5688,23.0698
CMP-008964,Driver IC,Propagation Delay,ns,LOT-03,125.58,18.2572,18.1626,18.6441,19.3373
CMP-008965,Logic IC,Iddq,µA,LOT-10,124.15,9.6907,9.7535,10.1676,10.4807
CMP-008966,Memory IC,Standby Current,µA,LOT-03,124.66,24.9327,25.8074,25.404,25.5738
CMP-008967,ADC,Leakage Current,µA,LOT-12,127.31,5.0889,12.7726,6.2814,6.5487
CMP-008968,Driver IC,Propagation Delay,ns,LOT-06,124.81,18.4177,18.5371,18.7575,19.0744
CMP-008969,Logic IC,Iddq,µA,LOT-11,124.63,9.8573,10.2277,10.3066,10.5277
CMP-008970,Memory IC,Standby Current,µA,LOT-20,126.49,25.7227,26.5424,26.937,27.7009
CMP-008971,ADC,Leakage Current,µA,LOT-19,125.59,5.3865,10.4467,6.1024,7.4658
CMP-008972,Driver IC,Propagation Delay,ns,LOT-10,125.28,17.5447,17.9578,17.9771,18.6258
CMP-008973,Logic IC,Iddq,µA,LOT-20,124.34,10.1907,12.0925,23.2377,44.6018
CMP-008974,Memory IC,Standby Current,µA,LOT-02,123.67,23.4686,24.1984,24.5885,25.0263
CMP-008975,ADC,Leakage Current,µA,LOT-18,127.43,4.6006,4.6152,4.7648,4.9276
CMP-008976,Driver IC,Propagation Delay,ns,LOT-18,124.82,18.6809,18.2797,18.3368,18.731
CMP-008977,Logic IC,Iddq,µA,LOT-20,126.09,9.8129,11.3769,21.8055,41.2029
CMP-008978,Memory IC,Standby Current,µA,LOT-19,121.14,25.8436,26.0658,26.4003,26.9945
CMP-008979,ADC,Leakage Current,µA,LOT-02,125.49,4.6186,4.6284,4.7826,4.9824
CMP-008980,Driver IC,Propagation Delay,ns,LOT-04,122.86,18.5962,18.6649,18.4789,18.6632
CMP-008981,Logic IC,Iddq,µA,LOT-10,124.41,9.8055,10.2341,10.1892,10.4126
CMP-008982,Memory IC,Standby Current,µA,LOT-11,123.89,25.7742,26.4422,27.4346,27.2971
CMP-008983,ADC,Leakage Current,µA,LOT-15,124.68,5.1553,5.1903,5.4325,5.6733
CMP-008984,Driver IC,Propagation Delay,ns,LOT-06,122.67,17.3407,17.9681,17.9308,18.2753
CMP-008985,Logic IC,Iddq,µA,LOT-03,123.53,10.0159,11.8222,24.0682,38.5465
CMP-008986,Memory IC,Standby Current,µA,LOT-03,125.24,25.3141,26.8772,37.1139,77.8031
CMP-008987,ADC,Leakage Current,µA,LOT-01,124.98,5.0649,5.1336,5.3416,5.4148
CMP-008988,Driver IC,Propagation Delay,ns,LOT-16,123.9,18.8247,20.3907,26.7412,40.852
CMP-008989,Logic IC,Iddq,µA,LOT-15,121.76,10.452,10.6268,10.8035,11.3888
CMP-008990,Memory IC,Standby Current,µA,LOT-02,123.01,24.4649,25.5942,25.7708,25.8049
CMP-008991,ADC,Leakage Current,µA,LOT-13,127.3,5.1195,5.3299,5.4276,5.652
CMP-008992,Driver IC,Propagation Delay,ns,LOT-17,125.01,18.0104,18.4644,18.1156,18.4508
CMP-008993,Logic IC,Iddq,µA,LOT-15,125.32,9.6038,11.5144,20.2532,34.9892
CMP-008994,Memory IC,Standby Current,µA,LOT-19,126.61,25.2516,27.1879,26.6939,27.9827
CMP-008995,ADC,Leakage Current,µA,LOT-02,124.9,4.6272,5.6646,11.9858,24.4414
CMP-008996,Driver IC,Propagation Delay,ns,LOT-02,127.24,18.6018,20.3788,27.1149,41.9525
CMP-008997,Logic IC,Iddq,µA,LOT-18,126.41,9.8389,9.9643,10.5269,10.6077
CMP-008998,Memory IC,Standby Current,µA,LOT-06,125.59,23.7107,26.4005,41.6999,59.3614
CMP-008999,ADC,Leakage Current,µA,LOT-13,122.9,5.1631,5.4279,5.394,5.6755
CMP-009000,Driver IC,Propagation Delay,ns,LOT-11,122.1,17.8647,18.204,18.461,18.8096
CMP-009001,Logic IC,Iddq,µA,LOT-18,124.93,9.6238,23.994,11.808,15.0217
CMP-009002,Memory IC,Standby Current,µA,LOT-08,126.06,24.7249,25.808,26.0954,26.195
CMP-009003,ADC,Leakage Current,µA,LOT-09,123.62,5.3038,6.5028,12.364,22.5473
CMP-009004,Driver IC,Propagation Delay,ns,LOT-16,127.19,17.3436,17.6003,17.4386,17.556
CMP-009005,Logic IC,Iddq,µA,LOT-05,123.63,9.5096,11.5205,18.8751,37.588
CMP-009006,Memory IC,Standby Current,µA,LOT-13,125.2,25.0775,39.1854,28.3558,33.7034
CMP-009007,ADC,Leakage Current,µA,LOT-03,124.19,5.1268,15.0777,6.4392,8.4248
CMP-009008,Driver IC,Propagation Delay,ns,LOT-01,126.5,17.5453,23.7841,19.498,20.0915
CMP-009009,Logic IC,Iddq,µA,LOT-06,123.23,9.6145,11.0169,23.1207,41.2093
CMP-009010,Memory IC,Standby Current,µA,LOT-20,126.53,24.9452,28.4246,40.8837,62.8427
CMP-009011,ADC,Leakage Current,µA,LOT-02,124.92,4.8998,5.1147,5.2439,5.306
CMP-009012,Driver IC,Propagation Delay,ns,LOT-08,124.04,17.6811,17.6748,17.9814,18.0253
CMP-009013,Logic IC,Iddq,µA,LOT-03,129.68,10.6066,11.4644,18.4314,31.9145
CMP-009014,Memory IC,Standby Current,µA,LOT-10,124.22,25.073,25.1268,26.0514,26.201
CMP-009015,ADC,Leakage Current,µA,LOT-14,123.45,5.294,6.3244,11.8977,23.327
CMP-009016,Driver IC,Propagation Delay,ns,LOT-13,125.25,17.3068,17.6152,17.4582,17.9268
CMP-009017,Logic IC,Iddq,µA,LOT-12,125.4,10.3601,21.0885,10.8896,13.78
CMP-009018,Memory IC,Standby Current,µA,LOT-04,126.57,24.6761,25.3442,25.8187,25.9277
CMP-009019,ADC,Leakage Current,µA,LOT-14,126.21,5.1493,6.2252,13.5348,27.0354
CMP-009020,Driver IC,Propagation Delay,ns,LOT-02,125.34,18.0325,25.2609,18.6021,20.7204
CMP-009021,Logic IC,Iddq,µA,LOT-18,125.15,10.0983,11.0439,22.613,45.3869
CMP-009022,Memory IC,Standby Current,µA,LOT-16,126.27,25.2361,25.5328,25.7862,26.3683
CMP-009023,ADC,Leakage Current,µA,LOT-10,124.94,4.92,5.1225,5.2044,5.2318
CMP-009024,Driver IC,Propagation Delay,ns,LOT-03,122.96,18.0149,27.4037,19.1971,19.6892
CMP-009025,Logic IC,Iddq,µA,LOT-13,126.34,9.8519,12.4869,19.0122,37.431
CMP-009026,Memory IC,Standby Current,µA,LOT-17,125.76,24.8442,25.376,25.8866,26.3672
CMP-009027,ADC,Leakage Current,µA,LOT-15,124.75,5.1007,5.7853,12.272,20.1132
CMP-009028,Driver IC,Propagation Delay,ns,LOT-07,125.03,18.0299,18.0483,18.4074,18.4985
CMP-009029,Logic IC,Iddq,µA,LOT-18,125.47,9.7949,9.8573,10.1586,10.4529
CMP-009030,Memory IC,Standby Current,µA,LOT-08,127.75,24.3708,24.6716,25.9361,25.6844
CMP-009031,ADC,Leakage Current,µA,LOT-10,126.06,5.0247,5.1369,5.3987,5.5154
CMP-009032,Driver IC,Propagation Delay,ns,LOT-02,123.58,17.0643,17.3088,17.4791,17.2098
CMP-009033,Logic IC,Iddq,µA,LOT-18,123.42,10.146,11.5386,18.9997,38.9331
CMP-009034,Memory IC,Standby Current,µA,LOT-05,125.69,25.1833,27.0873,44.0065,69.8004
CMP-009035,ADC,Leakage Current,µA,LOT-01,123.1,5.2863,5.374,5.6466,5.7774
CMP-009036,Driver IC,Propagation Delay,ns,LOT-18,124.17,17.9554,18.2423,18.2434,18.6884
CMP-009037,Logic IC,Iddq,µA,LOT-17,127.77,9.5783,12.6406,21.2197,38.6533
CMP-009038,Memory IC,Standby Current,µA,LOT-05,128.83,24.3737,24.3756,25.2854,25.6827
CMP-009039,ADC,Leakage Current,µA,LOT-02,124.46,4.7688,5.1512,5.3513,5.507
CMP-009040,Driver IC,Propagation Delay,ns,LOT-06,125.43,17.4323,17.9588,18.0224,17.9195
CMP-009041,Logic IC,Iddq,µA,LOT-19,123.93,10.1354,12.7048,18.2609,28.9884
CMP-009042,Memory IC,Standby Current,µA,LOT-03,124.74,25.9541,26.6079,27.1703,27.2002
CMP-009043,ADC,Leakage Current,µA,LOT-08,121.8,5.1037,6.3575,9.6074,17.5491
CMP-009044,Driver IC,Propagation Delay,ns,LOT-08,126.57,17.4793,18.0921,17.9534,17.9866
CMP-009045,Logic IC,Iddq,µA,LOT-12,125.04,10.1316,10.4908,10.6242,10.8679
CMP-009046,Memory IC,Standby Current,µA,LOT-18,126.16,24.8579,25.894,25.5069,25.5033
CMP-009047,ADC,Leakage Current,µA,LOT-10,128.17,4.7545,4.9729,5.0385,5.2166
CMP-009048,Driver IC,Propagation Delay,ns,LOT-12,123.17,18.7484,19.9188,25.8197,39.6293
CMP-009049,Logic IC,Iddq,µA,LOT-04,125.98,10.4099,10.6652,11.1795,11.2748
CMP-009050,Memory IC,Standby Current,µA,LOT-16,126.08,24.5279,24.905,25.18,25.8101
CMP-009051,ADC,Leakage Current,µA,LOT-06,124.14,4.7103,4.9351,5.0116,5.1982
CMP-009052,Driver IC,Propagation Delay,ns,LOT-18,124.08,17.8253,19.4145,24.5407,39.6068
CMP-009053,Logic IC,Iddq,µA,LOT-12,126.26,10.041,10.0255,10.4073,10.537
CMP-009054,Memory IC,Standby Current,µA,LOT-05,122.42,24.0664,27.4173,43.735,64.5078
CMP-009055,ADC,Leakage Current,µA,LOT-06,124.23,4.8735,6.2406,9.9323,18.7534
CMP-009056,Driver IC,Propagation Delay,ns,LOT-07,125.5,17.9392,18.4384,18.2097,18.319
CMP-009057,Logic IC,Iddq,µA,LOT-10,125.43,9.2534,9.5301,9.597,9.9235
CMP-009058,Memory IC,Standby Current,µA,LOT-05,125.58,24.3393,27.5106,42.2394,71.2039
CMP-009059,ADC,Leakage Current,µA,LOT-04,126.74,5.4068,6.7152,11.0597,21.05
CMP-009060,Driver IC,Propagation Delay,ns,LOT-01,123.43,18.1332,19.854,24.3816,36.2904
CMP-009061,Logic IC,Iddq,µA,LOT-08,128.57,10.3526,10.5701,10.6595,11.0666
CMP-009062,Memory IC,Standby Current,µA,LOT-04,125.42,24.4592,25.2401,25.492,25.752
CMP-009063,ADC,Leakage Current,µA,LOT-19,122.82,5.1841,5.3743,5.5013,5.6995
CMP-009064,Driver IC,Propagation Delay,ns,LOT-14,124.39,18.4728,18.3173,18.5675,18.6734
CMP-009065,Logic IC,Iddq,µA,LOT-05,124.84,9.4849,9.8221,10.3423,10.6591
CMP-009066,Memory IC,Standby Current,µA,LOT-05,122.78,25.2918,27.1168,41.0978,77.4718
CMP-009067,ADC,Leakage Current,µA,LOT-19,123.93,5.0051,4.9891,5.1198,5.2856
CMP-009068,Driver IC,Propagation Delay,ns,LOT-08,126.1,17.5952,29.3987,19.2739,21.2625
CMP-009069,Logic IC,Iddq,µA,LOT-04,121.93,9.9821,10.1937,10.6126,11.053
CMP-009070,Memory IC,Standby Current,µA,LOT-14,125.14,24.4463,24.7741,25.6312,25.8747
CMP-009071,ADC,Leakage Current,µA,LOT-02,125.9,5.2048,5.6388,13.1494,22.2464
CMP-009072,Driver IC,Propagation Delay,ns,LOT-16,125.13,17.7736,18.1541,18.3552,18.6653
CMP-009073,Logic IC,Iddq,µA,LOT-13,122.31,9.6564,12.6146,21.7866,37.6313
CMP-009074,Memory IC,Standby Current,µA,LOT-06,125.43,24.8553,27.1698,40.6927,62.7678
CMP-009075,ADC,Leakage Current,µA,LOT-06,126.08,4.7423,5.9306,11.9254,23.0691
CMP-009076,Driver IC,Propagation Delay,ns,LOT-19,126.56,18.2506,18.2187,18.5368,18.526
CMP-009077,Logic IC,Iddq,µA,LOT-12,125.99,10.0035,12.9869,22.8257,39.4827
CMP-009078,Memory IC,Standby Current,µA,LOT-18,124.95,24.4972,28.452,44.9313,64.511
CMP-009079,ADC,Leakage Current,µA,LOT-03,125.69,5.0392,5.7622,9.6769,20.6245
CMP-009080,Driver IC,Propagation Delay,ns,LOT-03,125.11,18.4973,18.8523,19.5959,19.6396
CMP-009081,Logic IC,Iddq,µA,LOT-01,126.3,10.0729,10.5329,10.5987,10.9906
CMP-009082,Memory IC,Standby Current,µA,LOT-01,125.4,24.5209,25.1322,25.8311,26.2453
CMP-009083,ADC,Leakage Current,µA,LOT-02,123.64,4.8598,5.0268,5.2143,5.2882
CMP-009084,Driver IC,Propagation Delay,ns,LOT-12,121.81,19.1961,19.4438,19.7214,19.827
CMP-009085,Logic IC,Iddq,µA,LOT-15,123.98,10.2997,11.5634,19.5003,32.0121
CMP-009086,Memory IC,Standby Current,µA,LOT-03,123.21,25.5564,27.4643,39.2392,66.4872
CMP-009087,ADC,Leakage Current,µA,LOT-06,125.05,4.5232,4.741,4.9378,5.0958
CMP-009088,Driver IC,Propagation Delay,ns,LOT-17,122.97,18.4915,19.1525,19.5126,19.4583
CMP-009089,Logic IC,Iddq,µA,LOT-05,126.14,9.8169,10.1718,10.4575,10.3096
CMP-009090,Memory IC,Standby Current,µA,LOT-06,125.63,24.7191,51.4061,27.1159,30.1133
CMP-009091,ADC,Leakage Current,µA,LOT-01,125.91,4.723,12.9173,5.6045,7.2631
CMP-009092,Driver IC,Propagation Delay,ns,LOT-06,123.74,17.679,19.7449,24.1951,37.639
CMP-009093,Logic IC,Iddq,µA,LOT-10,124.66,9.5046,10.0883,10.3824,10.4157
CMP-009094,Memory IC,Standby Current,µA,LOT-19,125.09,25.0777,27.6087,46.5966,68.6649
CMP-009095,ADC,Leakage Current,µA,LOT-03,122.88,5.1492,5.2506,5.3013,5.4519
CMP-009096,Driver IC,Propagation Delay,ns,LOT-08,120.67,18.2307,20.8436,27.2105,35.1074
